size	colour	x	y	clickSelects	PANEL	fill
2	#C49A00	0.0889875588944134	NA	Andorra	1	#C49A00
3.39427400463467	#00C094	0.152930064919556	0.8152156369536	United Arab Emirates	1	#00C094
4.54558441227157	#A58AFF	0.66533860216688	0.368298406788951	Afghanistan	1	#A58AFF
2	#53B400	NA	NA	Antigua and Barbuda	1	#53B400
2.80498447189992	#C49A00	0.125898343357144	0.821439067142171	Albania	1	#C49A00
2.80498447189992	#C49A00	0.141531146188419	0.772750302763266	Armenia	1	#C49A00
4.12978872191586	#FB61D7	0.575992791540917	0.404273527205445	Angola	1	#FB61D7
5.11769145362398	#53B400	0.196463078359424	0.800743577536717	Argentina	1	#53B400
2	#F8766D	NA	NA	American Samoa	1	#F8766D
3.39427400463467	#C49A00	0.106357339818052	0.87774066454119	Austria	1	#C49A00
4.27683991532123	#F8766D	0.163134811212194	0.895830263770299	Australia	1	#F8766D
2	#53B400	0.140662657142237	0.791229436429558	Aruba	1	#53B400
3.39427400463467	#C49A00	0.159552293896693	0.719335820602557	Azerbaijan	1	#C49A00
2.80498447189992	#C49A00	0.0800855461710489	0.797842021021712	Bosnia and Herzegovina	1	#C49A00
2	#53B400	0.119276114380007	0.81588601621915	Barbados	1	#53B400
7.96992462263972	#A58AFF	0.209056169529062	0.687178517704036	Bangladesh	1	#A58AFF
3.60996894379985	#C49A00	0.155209848665784	0.869113901883611	Belgium	1	#C49A00
3.8	#FB61D7	0.596402284126191	0.468703663216051	Burkina Faso	1	#FB61D7
3.39427400463467	#C49A00	0.113956618972143	0.764452649200905	Bulgaria	1	#C49A00
2	#00C094	0.235002279783746	0.792424262059312	Bahrain	1	#00C094
3.39427400463467	#FB61D7	0.452341663590768	0.390691886506919	Burundi	1	#FB61D7
3.39427400463467	#FB61D7	0.543858696832186	0.481244011858112	Benin	1	#FB61D7
2	#00B6EB	0.144266886683892	0.858570249761501	Bermuda	1	#00B6EB
2	#F8766D	0.180396031005059	0.837667641845545	Brunei Darussalam	1	#F8766D
3.60996894379985	#53B400	0.330536074863756	0.65062574621972	Bolivia	1	#53B400
8.78291972531004	#53B400	0.15900948824283	0.756096090430971	Brazil	1	#53B400
2	#53B400	0.15824956032742	0.791415272858613	Bahamas, The	1	#53B400
2	#A58AFF	0.231745445860564	0.658310785623314	Bhutan	1	#A58AFF
2.80498447189992	#FB61D7	0.263445296046204	0.448154866579135	Botswana	1	#FB61D7
3.60996894379985	#C49A00	0.107442951125779	0.725385195403585	Belarus	1	#C49A00
2	#53B400	0.268656230323295	0.802067614589536	Belize	1	#53B400
4.78854800926934	#00B6EB	0.135755694031309	0.889126471114806	Canada	1	#00B6EB
5.77571185341255	#FB61D7	0.607149836072692	0.368591032658833	Congo, Dem. Rep.	1	#FB61D7
3.13841995766062	#FB61D7	0.475465184445361	0.346869072307206	Central African Republic	1	#FB61D7
2.80498447189992	#FB61D7	0.455381375252405	0.502622041804227	Congo, Rep.	1	#FB61D7
3.39427400463467	#C49A00	0.113956618972143	0.90514108690293	Switzerland	1	#C49A00
4.12978872191586	#FB61D7	0.45321015263695	0.459280350138635	Cote d'Ivoire	1	#FB61D7
3.9718012070186	#53B400	0.158358121458193	0.853014158569702	Chile	1	#53B400
4.12978872191586	#FB61D7	0.456032742037041	0.409158099030903	Cameroon	1	#FB61D7
19.819090885901	#F8766D	0.130132227457281	0.762457092781744	China	1	#F8766D
5.31903600462544	#53B400	0.217089693206244	0.764778718027347	Colombia	1	#53B400
3.13841995766062	#53B400	0.160637905204421	0.857673750505587	Costa Rica	1	#53B400
3.60996894379985	#53B400	0.116019280456825	0.851459061089755	Cuba	1	#53B400
2	#FB61D7	0.231311201337473	0.770261082701277	Cape Verde	1	#FB61D7
2	#53B400	0.192120633128515	0.801011881256375	Curacao	1	#53B400
2	#C49A00	0.115367913672189	0.858845394085911	Cyprus	1	#C49A00
3.60996894379985	#C49A00	0.116127841587598	0.826968175948564	Czech Republic	1	#C49A00
6.40908153700972	#C49A00	0.103100505894869	0.869987979157286	Germany	1	#C49A00
2	#00C094	0.377977289011442	0.511904742450661	Djibouti	1	#00C094
3.13841995766062	#C49A00	0.158466682588966	0.84988420186275	Denmark	1	#C49A00
2	#53B400	NA	NA	Dominica	1	#53B400
3.60996894379985	#53B400	0.24108170310702	0.760799386230539	Dominican Republic	1	#53B400
4.90241278938748	#00C094	0.20818768048288	0.755503238019261	Algeria	1	#00C094
3.8	#53B400	0.230876956814382	0.798531782000721	Ecuador	1	#53B400
2	#C49A00	0.132412011203509	0.777031761269887	Estonia	1	#C49A00
6.25957744383172	#00C094	0.259971339861476	0.756849317020722	Egypt, Arab Rep.	1	#00C094
3.13841995766062	#FB61D7	0.456575547690905	0.564105017268156	Eritrea	1	#FB61D7
5.31903600462544	#C49A00	0.111785396356688	0.892409961395048	Spain	1	#C49A00
6.48196385527594	#FB61D7	0.444199578782813	0.522744440745029	Ethiopia	1	#FB61D7
3.13841995766062	#C49A00	0.154124237358056	0.867365747336259	Finland	1	#C49A00
2	#F8766D	0.25020083809193	0.702254450506952	Fiji	1	#F8766D
2	#F8766D	0.342694921510302	0.693391306951883	Micronesia, Fed. Sts.	1	#F8766D
2	#C49A00	NA	0.885531353284819	Faeroe Islands	1	#C49A00
5.9436024140372	#C49A00	0.171494018281694	0.887621538069695	France	1	#C49A00
2.80498447189992	#FB61D7	0.314794710901709	0.583984574740314	Gabon	1	#FB61D7
5.8605699061149	#C49A00	0.166065961743057	0.867859791012685	United Kingdom	1	#C49A00
2	#53B400	0.200805523590334	0.801199237819819	Grenada	1	#53B400
3.13841995766062	#C49A00	0.123509998480144	0.764783278430514	Georgia	1	#C49A00
4.41495341569977	#FB61D7	0.419773324358946	0.607238070488859	Ghana	1	#FB61D7
