x	y	label	showSelected	PANEL
NA	NA	Andorra	Andorra	1
0.56383394489437	0.683771516504688	United Arab Emirates	United Arab Emirates	1
0.790401024817074	0.22741197158276	Afghanistan	Afghanistan	1
NA	NA	Antigua and Barbuda	Antigua and Barbuda	1
0.405986060750809	0.704249626892516	Albania	Albania	1
0.222409188614109	0.727253440567667	Armenia	Armenia	1
0.734274920207569	0.248023853796818	Angola	Angola	1
0.321416939878846	0.700846806062737	Argentina	Argentina	1
NA	NA	American Samoa	American Samoa	1
0.129263738411099	0.748928276753235	Austria	Austria	1
0.164871789304557	0.775526828224776	Australia	Australia	1
0.216546887552381	0.744296047236353	Aruba	Aruba	1
0.337483987233211	0.637703463812422	Azerbaijan	Azerbaijan	1
0.19233775539006	0.714721832698342	Bosnia and Herzegovina	Bosnia and Herzegovina	1
0.183544303797468	0.739702961179986	Barbados	Barbados	1
0.670223853051653	0.439806288514743	Bangladesh	Bangladesh	1
0.136863017565191	0.760317883662823	Belgium	Belgium	1
0.715602405714658	0.333359257958559	Burkina Faso	Burkina Faso	1
0.186692576589878	0.736736798953449	Bulgaria	Bulgaria	1
0.513135896823501	0.702682368337455	Bahrain	Bahrain	1
0.686399461536791	0.345164241589942	Burundi	Burundi	1
0.713648305360749	0.320291802717112	Benin	Benin	1
NA	NA	Bermuda	Bermuda	1
0.457552597867859	0.719231311363312	Brunei Darussalam	Brunei Darussalam	1
0.578706819810235	0.413020380479757	Bolivia	Bolivia	1
0.415322317997264	0.588831143206046	Brazil	Brazil	1
0.280272271315978	0.675234061742462	Bahamas, The	Bahamas, The	1
0.674132053759472	0.330084128417457	Bhutan	Bhutan	1
0.642649325835378	0.552944950651307	Botswana	Botswana	1
0.176922074820331	0.726137281892543	Belarus	Belarus	1
0.616486093319148	0.709638503301524	Belize	Belize	1
0.145222224634692	0.788858406816314	Canada	Canada	1
0.657522200751243	0.337284624984556	Congo, Dem. Rep.	Congo, Dem. Rep.	1
0.599550556918601	0.372660812451786	Central African Republic	Central African Republic	1
0.634290118765877	0.496465877562371	Congo, Rep.	Congo, Rep.	1
0.115367913672189	0.799104112598178	Switzerland	Switzerland	1
0.797674620578848	0.409061570497202	Cote d'Ivoire	Cote d'Ivoire	1
0.255954578022885	0.682869316744817	Chile	Chile	1
0.650140043858697	0.411027864329374	Cameroon	Cameroon	1
0.268873352584841	0.663678380150876	China	China	1
0.41434526782031	0.629304721313193	Colombia	Colombia	1
0.357024990772304	0.73988499727307	Costa Rica	Costa Rica	1
0.184955598497514	0.765503442097303	Cuba	Cuba	1
0.665881407820744	0.540631862100401	Cape Verde	Cape Verde	1
NA	NA	Curacao	Curacao	1
0.204279479775061	0.786041977827092	Cyprus	Cyprus	1
0.206233580128971	0.728311454102412	Czech Republic	Czech Republic	1
0.103100505894869	0.753429014645469	Germany	Germany	1
0.689439173198428	0.357820500479165	Djibouti	Djibouti	1
0.134366111557418	0.78672641833574	Denmark	Denmark	1
NA	NA	Dominica	Dominica	1
0.462763532144951	0.597675285081253	Dominican Republic	Dominican Republic	1
0.728195496884295	0.535055249094352	Algeria	Algeria	1
0.532351216970276	0.589116168403985	Ecuador	Ecuador	1
0.174750852204877	0.70650170598982	Estonia	Estonia	1
0.546572725101505	0.483872324216695	Egypt, Arab Rep.	Egypt, Arab Rep.	1
0.659476301105152	0.316515408861235	Eritrea	Eritrea	1
0.227294439498882	0.785210084282712	Spain	Spain	1
0.689873417721519	0.317086219324306	Ethiopia	Ethiopia	1
0.132629133465054	0.763418957816385	Finland	Finland	1
0.384056712334716	0.600241271929886	Fiji	Fiji	1
0.647860260112469	0.637778710464678	Micronesia, Fed. Sts.	Micronesia, Fed. Sts.	1
NA	0.811538811900206	Faeroe Islands	Faeroe Islands	1
0.158466682588966	0.774409529448862	France	France	1
0.509553379508001	0.456003700463142	Gabon	Gabon	1
0.143268124280783	0.767758941496983	United Kingdom	United Kingdom	1
0.419990446620492	0.637964926927331	Grenada	Grenada	1
0.211553075536835	0.706629397278495	Georgia	Georgia	1
0.67684608202879	0.444540367035689	Ghana	Ghana	1
NA	0.615669495877453	Greenland	Greenland	1
0.641780836789196	0.341156027239745	Gambia, The	Gambia, The	1
0.704637731506611	0.216908603021959	Guinea	Guinea	1
0.571324662917689	0.284552683164508	Equatorial Guinea	Equatorial Guinea	1
0.200154156805697	0.778285872140812	Greece	Greece	1
0.626690839611785	0.507809500406693	Guatemala	Guatemala	1
0.327496363202119	0.699198980385061	Guam	Guam	1
0.640478103219923	0.239693517345095	Guinea-Bissau	Guinea-Bissau	1
0.372223549080487	0.546506041413098	Guyana	Guyana	1
0.199937034544152	0.773991492491886	Hong Kong SAR, China	Hong Kong SAR, China	1
0.663601624074516	0.529583145327546	Honduras	Honduras	1
0.171494018281694	0.726673509298264	Croatia	Croatia	1
0.590757105326009	0.407429706230609	Haiti	Haiti	1
0.178007686128059	0.708834732243339	Hungary	Hungary	1
0.461569359706451	0.508704479528218	Indonesia	Indonesia	1
0.305024209132162	0.751073566409713	Ireland	Ireland	1
